textid	text	target
215	Mutevedzeri we gurukota rinoona nezve hutano , Va Adrian Musiiwa , vanoti tsvakiridzo yakaitwa yakabudisa pachena kuti pave ne dambudziko re kusarapika kwe humwe hutachiona ne mishonga inoshandiswa , izvo zvava kupa kuti hurumende itore mamwe matanho .	NOUN ADP NOUN VERB ADP NOUN PUNCT NOUN PROPN PROPN PUNCT VERB VERB VERB VERB ADV DET AUX ADP NOUN ADP VERB ADP DET NOUN ADP NOUN VERB PUNCT DET AUX VERB DET NOUN VERB DET NOUN PUNCT
216	Va Musiiwa vanoti zvimwe zve zvirwere zvave kunetsa kurapa zvinosanganisira vari kurarama ne HIV / AIDS , Malaria , Tuberculosis ne zvirwere zve pabonde .	NOUN PROPN VERB DET ADP NOUN AUX VERB VERB VERB AUX VERB ADP PROPN PUNCT PROPN PUNCT PROPN PUNCT PROPN CCONJ NOUN ADP NOUN PUNCT
217	Va Musiiwa vanoti hurumende yakaona zvakakodzera kubatanidza mapazi anoona nezve utano , nharaunda ne zvirimwa kuti vashande pamwe chete mukugadzirisa dambudziko iri .	NOUN PROPN VERB NOUN VERB ADJ VERB NOUN VERB ADP NOUN PUNCT NOUN CCONJ NOUN DET VERB ADV ADV VERB NOUN DET PUNCT
218	Mumwe mukuru mu bazi rezve kurima , Dr Unesu Ushewokunze - Obatulu , vanoti mumwe mishonga iri kushandiswa ku zvipfuyo ne zvirimwa zvisiri mugwara , haisi kushanda nemazvo .	DET NOUN ADP NOUN ADP VERB PUNCT NOUN PROPN PROPN SYM PROPN PUNCT VERB PRON NOUN AUX VERB ADP NOUN CCONJ NOUN AUX NOUN PUNCT AUX VERB ADV PUNCT
219	Vanotiwo kusashanda kwe mishonga iyi kunoitawo kuti vanhu vazobatwe ne zvirwere zvinenge zviine mhuka idzi kuburikidza ne kudya nyama kana mukaka we mhuka ine chirwere ichi .	VERB VERB ADP NOUN DET VERB DET NOUN VERB ADP NOUN AUX AUX NOUN DET ADP ADP VERB NOUN CCONJ NOUN ADP NOUN AUX NOUN DET PUNCT
220	Amai Ushewokunze - Obatulu vanoti varimi vari kungopihwa mishonga inorapa zvikwekwe pasina kutariswa nanachiremba ve zvipfuwo zvakakwana .	NOUN PROPN SYM PROPN VERB NOUN AUX VERB NOUN VERB NOUN AUX VERB NOUN ADP NOUN ADJ PUNCT
221	Kunyange hazvo mishonga yema antibiotic ichitarisirwa kupihwa mushure me kunyorerwa zvekutenga na chiremba , vanhu vari kuwana mishonga iyi ne nzira dzakasiyana - siyana .	SCONJ SCONJ NOUN ADP NOUN VERB VERB ADP ADP VERB VERB ADP NOUN PUNCT NOUN AUX VERB NOUN DET ADV NOUN ADJ SYM ADJ PUNCT
222	Gurukota rinoona nezve kushanyirwa kwe nyika , Amai Prisca Mupfumira , vachagara mu jeri kwe mazuva makumi maviri ne rimwe mushure mekunge mutongi we dare atambira gwaro re muchuchisi mukuru we hurumende rekuti vagare mu chizarira pa nguva iyi mhosva dzavari kupomerwa dzekuitwa zve huori dzinenge dzichiferefetwa .	NOUN VERB ADP VERB ADP NOUN PUNCT NOUN PROPN PROPN PUNCT VERB ADP NOUN ADP NOUN NUM NUM CCONJ NUM ADV SCONJ NOUN ADP NOUN VERB NOUN ADP NOUN ADJ ADP NOUN ADP VERB ADP NOUN ADP NOUN DET NOUN AUX VERB VERB ADP NOUN AUX VERB PUNCT
223	Mutongi we dare ra mejasitiriti remu Harare , Va Munamato Mutevedzi , vatura mutongo wekuti Amai Mupfumira vagare mujeri kwe mazuva makumi maviri ne rimwe hurumende ichimboferefeta mhosva dze huori nomwe dzavari kupomerwa .	NOUN ADP NOUN ADP NOUN ADP PROPN PUNCT NOUN PROPN PROPN PUNCT VERB NOUN ADP NOUN PROPN VERB NOUN ADP NOUN NUM NUM CCONJ NUM NOUN VERB NOUN ADP NOUN NUM AUX VERB PUNCT
224	Va Mutevedzi vati kunyange hazvo magweta a Amai Mupfumira akati bumbiro re mitemo rave kuti mukana we kubhadhara mari ye chibatiso yave kodzero , vakasungwa mbira dza kondo ne mutemo we Criminal Procedure and Evidence Act uyo unoti kana muchuchisi we hurumende aburitsa gwaro rekuti musungwa agare mujeri kuitira kuti nyaya yaanenge achipomerwa imboferefetwa ,	NOUN PROPN VERB SCONJ SCONJ NOUN ADP NOUN PROPN VERB NOUN ADP NOUN PRON DET NOUN ADP VERB NOUN ADP NOUN AUX NOUN PUNCT VERB NOUN ADP NOUN ADP NOUN ADP PROPN NOUN CCONJ NOUN NOUN PRON VERB SCONJ NOUN ADP NOUN VERB NOUN ADP NOUN AUX NOUN ADV DET NOUN AUX VERB VERB PUNCT
225	sezvakaitwa ne vachuchisi nemusi we Chishanu pa mhosva dziri kupomerwa Amai Mupfumira , matare haana simba re kupa musungwa mukana we kubhadhara mari ye chibatiso .	ADV ADP NOUN NOUN ADP NOUN ADP NOUN AUX VERB NOUN PROPN PUNCT NOUN AUX ADJ ADP VERB NOUN NOUN ADP VERB NOUN ADP NOUN PUNCT
226	Va Mutevedzi vatiwo magwaro akasvitswa ku dare e kupomera musungwa mhosva anoratidza pachena kuti Amai Mupfumira pane zvavakaita zvakakonzera kuti National Social Security Authority irasikirwe ne mamiriyoni akawanda e madhora eku America pavaive gurukota rinoona nezve vashandi ne kugara zvakanaka kwe vanhu .	NOUN PROPN VERB NOUN VERB ADP NOUN ADP VERB NOUN NOUN VERB ADV DET NOUN PROPN AUX VERB VERB DET PROPN NOUN NOUN NOUN VERB ADP NUM ADJ ADP NOUN ADP PROPN AUX NOUN VERB ADP NOUN CCONJ VERB ADJ ADP NOUN PUNCT
227	Rimwe gweta re mu Harare rinorwira kodzero dze vanhu , Va Kudzayi Kadzere , vati hurumende inofanira kunanganisa mutemo we Criminal Procedure and Evidence Act ne bumbiro re mitemo kuitira kuti vasungwa vasatyorerwe kodzero dzavo dze mukana we kubhadhara mari ye chibatiso .	DET NOUN ADP ADP PROPN VERB NOUN ADP NOUN PUNCT NOUN PROPN PROPN PUNCT VERB NOUN AUX VERB NOUN ADP PROPN NOUN CCONJ NOUN NOUN CCONJ NOUN ADP NOUN ADV DET NOUN VERB NOUN PRON ADP NOUN ADP VERB NOUN ADP NOUN PUNCT
228	Imwe nhengo ye Zanu PF , Va Godwin Gomwe , avo vaimbove sachigaro we Zanu PF muboka re vechidiki mu purovhinzi ye Harare , vaudza Studio 7 kuti vari kufara kuti nyaya ye kurwisana ne huori inyaya yave kukosheswa ne hurumende .	DET NOUN ADP PROPN PROPN PUNCT NOUN PROPN PROPN PUNCT PRON AUX NOUN ADP PROPN PROPN NOUN ADP NOUN ADP NOUN ADP PROPN PUNCT VERB PROPN NUM DET AUX VERB DET NOUN ADP VERB ADP NOUN NOUN AUX VERB ADP NOUN PUNCT
229	Mashoko a Va Gomwe anouya pa nguva iyo vamwe vachiti komisheni inorwisa huori ye Zimbabwe Anti Corruption Commission , Zacc , haina mazino sezvo ichitungamirirwa ne mudzimai we gurukota rinoona nezve kudyidzana ne dzimwe nyika , Va Sibusiso Moyo , Amai Loice Matanda Moyo .	NOUN ADP NOUN PROPN VERB ADP NOUN DET DET VERB NOUN VERB NOUN ADP PROPN NOUN NOUN NOUN PUNCT PROPN PUNCT AUX NOUN SCONJ VERB ADP NOUN ADP NOUN VERB ADP VERB ADP DET NOUN PUNCT NOUN PROPN PROPN PUNCT NOUN PROPN PROPN PROPN PUNCT
230	Va Moyo ndivo vakazivisa pa chivhitivhiti kuti masoja ainge opindira mune zvematongerwo e nyika zvakazoita kuti vaimbove mutungamiri we nyika , Va Robert Mugabe , vasiye basa .	NOUN PROPN AUX VERB ADP NOUN DET NOUN AUX VERB ADP NOUN ADP NOUN VERB DET AUX NOUN ADP NOUN PUNCT NOUN PROPN PROPN PUNCT VERB NOUN PUNCT
231	Va Gomwe vati huori chinhu chinodzosera budiriro ye nyika .	NOUN PROPN VERB NOUN NOUN VERB NOUN ADP NOUN PUNCT
232	Va Gomwe vatiwo pane nyaya dze huori dzakawanda dziri kuitika mu nyika dzinofanira kubvundunurwa ne Zacc .	NOUN PROPN VERB AUX NOUN ADP NOUN ADJ AUX VERB ADP NOUN AUX VERB ADP PROPN PUNCT
233	Dzimwe dze mhosva dze huori dziri kupomerwa Amai Mupfumira dzinosanganisira nyaya ye kunzi vakakonzeresa kuti munyori mu bazi rezve , Va Ngoni Masoka , vatore chikwereti ku NSSA che madhora zviuru makumi mapfumbamwe chekutenga motokari yavo ivo Amai Mupfumira .	DET ADP NOUN ADP NOUN AUX VERB NOUN PROPN VERB NOUN ADP VERB VERB DET NOUN ADP NOUN ADP PUNCT NOUN PROPN PROPN PUNCT VERB NOUN ADP PROPN ADP NOUN NUM NUM NUM VERB NOUN PRON PRON NOUN PROPN PUNCT
234	Amai Mupfumira vanonzi vakazopihwa imwe motokari ne hurumende ye chipiri vakaregedza kutaura kuti vakange vapihwa imwe pakapihwa makurukota e hurumende motokari .	NOUN PROPN VERB VERB DET NOUN ADP NOUN ADP NOUN VERB VERB DET AUX VERB DET VERB NOUN ADP NOUN NOUN PUNCT
235	Asi magweta avo anoti iyi hainganzi imhosva sezvo vaine kodzero ye kuva ne motokari mbiri se gurukota re hurumende uye motokari dzose dziri mbiri idzi dziri mu zita re hurumende .	SCONJ NOUN PRON VERB DET AUX NOUN SCONJ AUX NOUN ADP AUX ADP NOUN NUM ADV NOUN ADP NOUN CCONJ NOUN DET AUX NUM DET AUX ADP NOUN ADP NOUN PUNCT
236	Amai Mupfumira vanonziwo vakashandisa chinzvimbo chavo zvisirizvo kuti NSSA ipe bhanga re Metbank mari inosvika mamiriyoni gumi mukati me mazuva maviri pakange pabhuroka bhanga iri .	NOUN PROPN VERB VERB NOUN PRON ADV DET PROPN VERB NOUN ADP PROPN NOUN ADV NUM NUM ADP ADP NOUN NUM ADV VERB NOUN DET PUNCT
237	Vari kupomerwawo zvakare mhosva yekuti vakakonzeresa kuti NSSA irasikirwe ne mari yakawanda pakaita bhanga re Metbank chirongwa che dzimba ku Chinhoyi .	AUX VERB ADV NOUN DET VERB DET PROPN VERB ADP NOUN ADJ VERB NOUN ADP PROPN NOUN ADP NOUN ADP PROPN PUNCT
238	Asi Amai Mupfumira vari kuramba mhosva dzese dzavari kupomerwa vachiti maoko avo akachena se mukaka .	SCONJ NOUN PROPN AUX VERB NOUN DET AUX VERB VERB NOUN DET ADJ ADV NOUN PUNCT
239	Amai Mupfumira vanoti zvese zvavanonzi vakaita hazvaikwanisika kuti vaite zvisina ruoko rwe munyori mu bazi rezve vashandi uyo anoshanda ari pasi pe bazi re munyori anoshanda mu hofisi ye mutungamiri we nyika pamwe ne dare re makurukota e hurumende .	NOUN PROPN VERB DET ADV VERB AUX DET VERB ADV NOUN ADP NOUN ADP NOUN ADP NOUN PRON VERB AUX NOUN ADP NOUN ADP NOUN VERB ADP NOUN ADP NOUN ADP NOUN CCONJ CCONJ NOUN ADP NOUN ADP NOUN PUNCT
240	Asi mutongi we dare ati humbowo hwakasvitswa ku dare ne vachuchisi hunoratidza kuti Amai Mupfumira vane zvavakaita mukuparwa kwe mhosva dzavari kupomerwa vachiti musungwa ane kodzero dze kuzozvimirira pachatongwa nyaya idzi .	SCONJ NOUN ADP NOUN VERB NOUN VERB ADP NOUN ADP NOUN VERB DET NOUN PROPN AUX VERB VERB ADP NOUN AUX VERB VERB NOUN AUX NOUN ADP VERB VERB NOUN DET PUNCT
241	Amai Mupfumira , avo vanove seneta we Zanu PF ku Makonde , ndivo munhu we kutanga mu dare re makurukota kusungwa ne nyaya dze huori kubva pakagadzwa komisheni itsva ye Zacc ne mutungamiri we nyika , Va Emmerson Mnangagwa , musi wa Chivabvu 30 , 2019 .	NOUN PROPN PUNCT PRON AUX NOUN ADP PROPN PROPN ADP PROPN PUNCT PRON NOUN ADP ADJ ADP NOUN ADP NOUN VERB ADP NOUN ADP NOUN ADP VERB NOUN ADJ ADP PROPN ADP NOUN ADP NOUN PUNCT NOUN PROPN PROPN PUNCT NOUN ADP NOUN NUM PUNCT NUM PUNCT
242	Boka re vechidiki rakadomawo Amai Mupfumira se mumwe we vanhu vakuru mu Zanu PF vari kuita zve huori vanofanira kuzvichenura .	NOUN ADP NOUN VERB NOUN PROPN ADV DET ADP NOUN ADJ ADP PROPN PROPN AUX VERB ADP NOUN AUX VERB PUNCT
243	Nekune rumwe rutivi , boka re madzimai mu Zanu PF rakubudawo ne chisungo chekuti vese vakapomerwa mhosva dze huori mugwaro rakaburitswa ne vechidiki ve Zanu PF , vanofanira kuti vaferefetwe .	ADP DET NOUN PUNCT NOUN ADP NOUN ADP PROPN PROPN VERB ADP NOUN DET DET VERB NOUN ADP NOUN NOUN VERB ADP NOUN ADP PROPN PROPN PUNCT AUX DET VERB PUNCT
244	Mapurisa asunga vatapi ve nhau vaviri , Frank Chikowore anoshanda akazvimirira , na Samuel Takawira we kambani ye 263 Chat , pa chipatara chiri kurapwa nhengo nhatu dze MDC dzakapambwa dzichazowanikwa svondo rapfuura .	NOUN VERB NOUN ADP NOUN NUM PUNCT PROPN PROPN VERB ADJ PUNCT CCONJ PROPN PROPN ADP NOUN ADP NUM NOUN PUNCT ADP NOUN AUX VERB NOUN NUM ADP PROPN VERB VERB NOUN ADJ PUNCT
245	Vaviri ava vasungwa pa nguva dze mangwanani ne mapurisa vakaendeswa ku kamba ye Waterfalls , uko vazotorwa voendeswa ku Harare Central , uko vari pari zvino , uye vari kutarisirwa kumiswa pamberi pe dare ne Mugovera .	NUM DET VERB ADP NOUN ADP NOUN ADP NOUN VERB ADP NOUN ADP PROPN PUNCT DET VERB VERB ADP PROPN PROPN PUNCT DET AUX ADP ADV PUNCT CCONJ AUX VERB VERB ADV ADP NOUN ADP NOUN PUNCT
246	Gweta re vaviri ava , Va Paidamoyo Saurombe , ve Zimbabwe Lawyers for Human Rights , vaudza Studio7 kuti vaviri ava vari kupomerwa mhosva ye kuramba kuterera mapurisa .	NOUN ADP NUM DET PUNCT NOUN PROPN PROPN PUNCT ADP PROPN NOUN ADP NOUN NOUN PUNCT VERB PROPN DET NUM DET AUX VERB NOUN ADP VERB VERB NOUN PUNCT
247	Va Saurombe vati vaviri ava vanonzi vapinda mu Ward ine nhengo dze MDC dzinoti Muzvare Joanna Mamombe , Muzvare Cecilia Chimbiri na Muzvare Netsai Marova kunyange hazvo mapurisa ati ange avarambidza kuita izvi .	NOUN PROPN VERB NUM DET VERB VERB ADP PROPN ADP NOUN ADP PROPN VERB NOUN PROPN PROPN PUNCT NOUN PROPN PROPN CCONJ NOUN PROPN PROPN SCONJ SCONJ NOUN VERB AUX VERB VERB DET PUNCT
248	Va Saurombe vaudza Studio7 kuti vaviri ava vasungwa ne mhosva ye kutyora mutemo we Statutory 83 of 2020 uyo une chekuita ne kudzivirirwa kwe Covid - 19 .	NOUN PROPN VERB PROPN DET NUM DET VERB ADP NOUN ADP VERB NOUN ADP PROPN NUM ADP NUM PRON AUX ADV ADP VERB ADP PROPN SYM NUM PUNCT
249	Mutauriri we mapurisa , Va Paul Nyathi , vati vaviri ava vachaenda ku dare ne Mugovera .	NOUN ADP NOUN PUNCT NOUN PROPN PROPN PUNCT VERB NUM DET VERB ADP NOUN ADP PROPN PUNCT
250	Asi Chikowore na Takawira vari kuramba mhosva yavari kupomerwa .	SCONJ PROPN CCONJ PROPN AUX VERB NOUN AUX VERB PUNCT
251	Mukuru we Media Institute of Zimbabwe - Zimbabwe , Va Tabani Moyo , vashora kusungwa kwe vaviri ava vachiti hakuenderani ne bumbiro re mitemo ye nyika .	NOUN ADP NOUN NOUN ADP PROPN SYM PROPN PUNCT NOUN PROPN PROPN PUNCT VERB VERB ADP NUM DET VERB VERB ADP NOUN ADP NOUN ADP NOUN PUNCT
252	Kusungwa kwe vaviri ava kwaitika apo masangano anorwira kodzero dze vanhu pasi pe Zimbabwe Human Rights NGO Forum , aendesa gwaro re nyunyuto ku gurukota rezve mukati me nyika , Va Kezembe Kazembe , pamwe ne mukuru we mapurisa , Va Godwin Matanga , achiti vanofanira kuferefeta kutyorwa kwakaitwa kodzero dza Muzvare Mamombe , Muzvare Chimbiri na Muzvare Marova .	VERB ADP NUM DET VERB ADV NOUN ADJ NOUN ADJ NOUN ADP ADP PROPN NOUN NOUN NOUN NOUN PUNCT VERB NOUN ADP NOUN ADP NOUN ADP NOUN ADP NOUN PUNCT NOUN PROPN PROPN PUNCT CCONJ CCONJ NOUN ADP NOUN PUNCT NOUN PROPN PROPN PUNCT VERB AUX VERB VERB VERB NOUN ADP NOUN PROPN PUNCT NOUN PROPN CCONJ NOUN PROPN PUNCT
253	Sachigaro we masangano aya , Muzvare Jestina Mkoko , vati nyika yose inoda kuziva kuti chii chakaitika ku vatatu ava .	NOUN ADP NOUN DET PUNCT NOUN PROPN PROPN PUNCT VERB NOUN ADJ VERB VERB ADV DET VERB ADP NUM DET PUNCT
254	Vatatu ava vakasungwa mushure mekuratidzira ku Warren Park musi wa 13 mwedzi uno asi vakazopambwa ndokuzowanikwa musi wa 15 ku Bindura vakarohwa , kubatwa chibharo ne kushungurudzwa zvakanyanya .	NUM DET VERB ADP VERB ADP PROPN NOUN NOUN ADP NUM NOUN DET SCONJ VERB VERB NOUN ADP NUM ADP PROPN VERB PUNCT VERB NOUN CCONJ VERB ADV PUNCT
255	Kutaura kudai vari kurapwa pane chimwe chipatara mu Harare uye vatori ve nhau vasungwa ava vange vari kuita nyaya ye kuona kuti hutano hwe vatatu ava hwamira sei pamwe nekunzwa kubva ku hama dzavo .	VERB PRON AUX VERB ADP DET NOUN ADP PROPN CCONJ NOUN ADP NOUN NOUN DET AUX AUX VERB NOUN ADP VERB DET NOUN ADP NUM DET VERB ADV CCONJ VERB ADP ADP NOUN PRON PUNCT
256	Vachitaura mu dare re reneti ne musi we China , gurukota rezve mutemo ne paramende , Va Ziyambi Ziyambi , vakati vatatu ava vakatyora mutemo we National Lockdown uye mapurisa anoda kutaura navo kana vachinge vabuda mu chipatara .	VERB ADP NOUN ADP NOUN ADP NOUN ADP NOUN PUNCT NOUN ADP NOUN ADP NOUN PUNCT NOUN PROPN PROPN PUNCT VERB NUM DET VERB NOUN ADP PROPN NOUN CCONJ NOUN VERB VERB PRON SCONJ AUX VERB ADP NOUN PUNCT
257	Asi Muzvare Mkoko , avo vakambopambwa vakagara mu husungwa kwe mazuva akawanda , vati kunyange hazvo paine zvisungo zve kudzivirira kupararira kwe Coronavirus , handizvo zvingaite kuti munhu ashungurudzwe sezvakaitwa vatatu ava .	SCONJ NOUN PROPN PUNCT DET VERB VERB ADP NOUN ADP NOUN ADJ PUNCT VERB SCONJ SCONJ AUX NOUN ADP VERB VERB ADP PROPN PUNCT AUX VERB DET NOUN VERB SCONJ NOUN DET PUNCT
258	Vati kana munhu achinge apara mhosva anosungwa ne mapurisa obvisiswa faindi , kana aramba kubvisa faindi omiswa pamberi pe matare e dzimhosva achitongwa ne mhosva yaakapara iye achipawo zvikonzero zvake zve kuramba mhosva iyi , kwete kuti munhu atochwe .	VERB SCONJ NOUN AUX VERB NOUN VERB ADP NOUN VERB NOUN PUNCT CCONJ VERB VERB NOUN VERB ADV ADP NOUN ADP NOUN VERB ADP NOUN ADJ PRON VERB NOUN PRON ADP VERB NOUN DET PUNCT ADV DET NOUN VERB PUNCT
259	Va Kazembe pamwe ne mapurisa vakatozivisa kuti nyaya ye vatatu ava iri kuferefetwa .	NOUN PROPN ADV CCONJ NOUN VERB DET NOUN ADP NUM DET AUX VERB PUNCT
260	Pa chipatara chiri kurapwa vatatu ava pakaiswa mapurisa akawanda izvo zvisiri kufadza vabereki ne hama dzavo pamwe ne bato ravo re MDC inotungamirwa na Va Nelson Chamisa .	ADP NOUN AUX VERB NUM DET VERB NOUN ADJ PRON AUX VERB NOUN CCONJ NOUN PRON CCONJ CCONJ NOUN PRON ADP PROPN VERB ADP NOUN PROPN PROPN PUNCT
261	Sangano re Zimbabwe Council of Churches , ZCC , rinoti mauto ne mapurisa haafanirwe kunge achipfura vanhu pa nguva iyo anenge achiedza kupedza mhirizhonga iri munyika .	NOUN ADP PROPN NOUN ADP NOUN PUNCT PROPN PUNCT VERB NOUN CCONJ NOUN AUX AUX VERB NOUN ADP NOUN PRON AUX VERB VERB NOUN DET NOUN PUNCT
262	Munyori mukuru we sangano iri , Reverend Doctor Kenneth Mtata , vaudza Studio 7 kuti hurumende inofanira kuvhura masaisai kuitira kuti vanhu vashandise masaisai aya se kodzero yavo .	NOUN ADJ ADP NOUN DET PUNCT NOUN NOUN PROPN PROPN PUNCT VERB PROPN NUM DET NOUN AUX VERB NOUN ADV DET NOUN VERB NOUN DET ADV NOUN PRON PUNCT
263	Chokutanga ndechekuti kuva ne mukana we kuwana ruzivo kana kutaura ne waunoda ikodzero ye vanhu .	ADV AUX AUX ADP NOUN ADP VERB NOUN CCONJ VERB ADP VERB NOUN ADP NOUN PUNCT
264	Mafungiro edu ndeekuti hurumende iri kutsvaka nzira yekuti ikwanise kudzivirira vanhu mukutaurirana ne kuronga zvavanoda kuita asi tinotarisira kuti izvi zvichakurumidza kugadziriswa kuti vanhu vawane mukana we kutaura ne vavanoda kutaura navo .	ADV DET AUX NOUN AUX VERB NOUN ADP VERB VERB NOUN VERB CCONJ VERB ADV AUX SCONJ VERB DET DET ADV VERB DET NOUN VERB NOUN ADP VERB ADP ADJ VERB PRON PUNCT
265	Doctor Mtata vaudza Studio 7 .	NOUN PROPN VERB NOUN NUM PUNCT
266	Kubva zvataurwa ne mutungamiriri we nyika , Va Emmerson Mnangagwa , kuti mafuta e motokari akwidzwa , vanhu vakatanga kuratidzira ne Muvhuro , vachivhara migwagwa .	ADP VERB ADP NOUN ADP NOUN PUNCT NOUN PROPN PROPN PUNCT DET NOUN ADP NOUN VERB PUNCT NOUN VERB VERB ADP PROPN PUNCT VERB NOUN PUNCT
267	Mu mhirizhonga iyi , zvimwe zvitoro zvakaputswa , dzimotokari dzikapiswa pamwe ne kupwanywa ne vanhu vairambidza vanhu kuti vasaende ku mabasa .	ADP NOUN DET PUNCT DET NOUN VERB PUNCT NOUN VERB SCONJ SCONJ VERB ADP NOUN VERB NOUN DET VERB ADP NOUN PUNCT
268	Kusvika pari zvino zvinonzi vanhu vanosvika gumi vafa mushure me kupfurwa uye vanhu vangangosvike makumi matatu vakakuvadzwa mu mhirizhonga iyi .	SCONJ ADP ADV VERB NOUN ADV NUM VERB ADP ADP VERB CCONJ NOUN ADV NUM NUM VERB ADP NOUN DET PUNCT
269	Hurumende ye America yatemera zvirango zve kufamba pamwe nezve hupfumi kune vaimbove mukuru mukuru mu chiuto , Retired Major General Anselem Nhamo Sanyatwe , pamwe ne mudzimai wavo , Amai Chido Machona - Sanyatwe , avo vanove nhengo ye paramende inomirira Nyanga North mu dare re paramende .	NOUN ADP PROPN VERB NOUN ADP VERB CCONJ ADP NOUN ADP AUX ADJ ADJ ADP NOUN PUNCT NOUN NOUN NOUN PROPN PROPN PROPN PUNCT CCONJ CCONJ NOUN PRON PUNCT NOUN PROPN PROPN SYM PROPN PUNCT DET AUX NOUN ADP NOUN VERB PROPN NOUN ADP NOUN ADP NOUN PUNCT
270	Va Sanyatwe ndivo vaitungamira mauto anochengetedza mutungamiri we nyika , kana kuti Presidential Guard , uye vakapomerwa mhosva ye kutungamira mauto akapomerwa mhosva ye kupfura vanhu vairatidzira ne vaizvifambira zvavo mu Harare musi wa 1 Nyamavhuvhu gore rapera .	NOUN PROPN AUX VERB NOUN VERB NOUN ADP NOUN PUNCT CCONJ CCONJ ADJ NOUN PUNCT CCONJ VERB NOUN ADP VERB NOUN VERB NOUN ADP VERB NOUN VERB CCONJ NOUN PRON ADP PROPN NOUN ADP NUM PROPN NOUN ADJ PUNCT
271	Vairatidzira ava vaiti vaisafara ne nyaya yekuti vaiti Zimbabwe Electoral Commission yaironga tsoro yekubirira sarudzo .	NOUN DET VERB VERB ADP NOUN ADP VERB PROPN NOUN NOUN VERB NOUN VERB NOUN PUNCT
272	Va Sanyatwe vakagadzwa ne vaimbova mutungamiri we nyika , Va Robert Mugabe , pa chigaro chekuva mukuru we Presidential Guard muna 2005 , vachitora basa iri kubva kuna Brigadier General Armstrong Gunda .	NOUN PROPN VERB ADP AUX NOUN ADP NOUN PUNCT NOUN PROPN PROPN PUNCT ADP NOUN VERB NOUN ADP ADJ NOUN ADP NUM PUNCT VERB NOUN DET ADP ADP NOUN NOUN PROPN PROPN PUNCT
273	Muna 2017 mauto avaitungamira ndiwo akatungamirawo zvakanyanya kupidigurwa kwe hurumende ya Va Mugabe .	ADP NUM NOUN VERB AUX VERB ADV VERB ADP NOUN ADP NOUN PROPN PUNCT
274	Vachipa huchapupu ku komiti yaitungamirwa ne vaimbove mutungamiri we nyika ye South Africa , Va Kgalema Motlanthe , iyo yaiongorora kupfurwa kwakaitwa vanhu , Va Sanyatwe vakayedza kunakurira nyoka mhenyu kune vanopikisa hurumende vachiti mamwe mabara ainge asina kubva ku mauto avaitungamira .	VERB NOUN ADP NOUN VERB ADP AUX NOUN ADP NOUN ADP PROPN PROPN PUNCT NOUN PROPN PROPN PUNCT PRON VERB VERB VERB NOUN PUNCT NOUN PROPN VERB VERB NOUN ADJ ADP VERB NOUN VERB DET NOUN AUX AUX ADP ADP NOUN VERB PUNCT
275	Asi vanopikisa vanoti izvi ndezve mugotsi matsuro .	SCONJ VERB VERB DET AUX NOUN NOUN PUNCT
276	Gore rino Va Mnangagwa vakadoma Va Sanyatwe kuti vaite mumiriri we Zimbabwe ku Tanzania .	NOUN DET NOUN PROPN VERB NOUN PROPN DET VERB NOUN ADP PROPN ADP PROPN PUNCT
277	Munyori mu bazi rezve kuburitswa kwe mashoko , Va Nick Mangawana , vanoti zvirango izvi hazvina nematuro ose sezvo zvisingatsigirwe ne United Nations .	NOUN ADP NOUN ADP VERB ADP NOUN PUNCT NOUN PROPN PROPN PUNCT VERB NOUN DET AUX NOUN DET SCONJ VERB ADP PROPN PROPN PUNCT
278	Asi nyanzvi mu nyaya dzezve matongerwo e nyika , uye vari mukuru we Media Center , Va Earnest Mudzengi , vanoti zviri kuitika zvinoratidza kuti Zimbabwe ichiri kuonekwa se nyika isina hutongo hwe jekerere ne nyika dzakabudirira .	SCONJ NOUN ADP NOUN ADP NOUN ADP NOUN PUNCT CCONJ AUX NOUN ADP PROPN NOUN PUNCT NOUN PROPN PROPN PUNCT VERB AUX VERB VERB DET PROPN AUX VERB ADV NOUN AUX NOUN ADP NOUN CCONJ NOUN ADJ PUNCT
279	Zimbabwe ya cherechedza zuva re mauto , kana kuti Defence Forces Day , mutungamiri we nyika , Va Emmerson Mnangagwa , vachiti Zimbabwe iri kurwiswa ne vavengi pachishandiswa zvirango zve hupfumi pamwe ne madandemutande e Social Media .	PROPN AUX VERB NOUN ADP NOUN PUNCT CCONJ CCONJ VERB NOUN NOUN PUNCT NOUN ADP NOUN PUNCT NOUN PROPN PROPN PUNCT VERB PROPN AUX VERB ADP NOUN VERB NOUN ADP NOUN CCONJ CCONJ NOUN ADP NOUN NOUN PUNCT
280	Mu mashoko avo e kupemberera Defence Forces Day , Va Mnangagwa varumbidza mauto vachiti ari kuita basa guru mukudzivirira nyika kubva ku vavengi .	ADP NOUN DET ADP VERB PROPN NOUN NOUN PUNCT NOUN PROPN VERB NOUN VERB AUX VERB NOUN ADJ VERB NOUN ADP ADP NOUN PUNCT
