text	target	condition
Pasi rose vanhu vafa ne chirwere ichi vanodarika zviuru mazana mashanu ne makumi matatu ne rimwe kana kuti 531 , 000 .	NOUN DET NOUN VERB VERB NOUN DET ADV NUM NUM NUM CCONJ NUM NUM CCONJ NUM CCONJ CCONJ NUM PUNCT NUM PUNCT	sna
Vapora vachidarika mamiriyoni matanhatu kana kuti 6 million .	VERB VERB NUM NUM CCONJ CCONJ NUM NUM PUNCT	sna
Bato re MDC rinoti kuratidzira kwarakaronga kuti kuitwe ne Chishanu kuri kuenderera mberi zvisinei ne mashoko ari kutenderera ekuti kuratidzira uku kwakanzurwa .	NOUN ADP PROPN VERB NOUN PRON DET VERB ADP NOUN AUX VERB ADV SCONJ ADP NOUN AUX VERB ADP NOUN DET VERB PUNCT	sna
Vachitaura ne vatori venhau pa muzinda we bato ravo pa Morgan Tsvangirai House , mutauriri we MDC , Va Fortune Daniel Molokele , vati kuratidzira kwavakaronga se bato kuri kuenderera mberi ne Chishanu kunyange hazvo pane vari kutenderedza mashoko pa Whatsapp , Facebook ne Twitter ekuti kuratidzira uku kwakanzurwa .	VERB ADP NOUN ADJ NOUN NOUN ADP NOUN PRON ADP PROPN PROPN NOUN PUNCT NOUN ADP PROPN PUNCT NOUN PROPN PROPN PROPN PUNCT VERB NOUN ADJ CCONJ NOUN AUX VERB ADV ADP NOUN ADV SCONJ AUX AUX VERB NOUN ADP PROPN PUNCT PROPN CCONJ PROPN VERB VERB DET VERB PUNCT	sna
Va Molokele vati kuratidzira uku kuchaparurwa mu Harare ne Chishanu kozoenda ku Bulawayo ne Muvhuro , ku Gweru nemusi we Chipiri , ku Kwekwe nemusi we Chitatu uye Mutare nemusi we China .	NOUN PROPN VERB NOUN DET VERB ADP PROPN CCONJ NOUN AUX ADP PROPN ADP NOUN PUNCT ADP PROPN ADP ADP NOUN PUNCT ADP PROPN ADP ADP PROPN CCONJ PROPN ADP ADP NOUN PUNCT	sna
Vatizve kuratidzira uku hakusi kuzomira kudzamara zvavari kuda se bato zvazadziswa ne hurumende .	VERB VERB DET AUX VERB VERB AUX VERB NOUN NOUN VERB ADV NOUN PUNCT	sna
Izvi zvatsinhirwa ne murongi we misangano mu MDC , Va Amos Chibaya .	DET VERB ADP NOUN ADP NOUN ADP PROPN PUNCT NOUN PROPN PROPN PUNCT	sna
MDC inoti pane runyerekupe rwekuti Zanu PF iri kudhinda mbatya dzakafanana ne dzinowanzopfekwa ne vatsigiri ve bato rayo kuti vagozokonzeresa mhirizhonga .	PROPN VERB AUX NOUN PRON PROPN PROPN AUX VERB NOUN ADJ SCONJ ADJ ADV NOUN ADP NOUN DET DET VERB NOUN PUNCT	sna
Va Chibaya vati vatora matanho akasimba kuti varatidziri vasaite zve mhirizhonga uye vakurudzira vatsigiri vavo kuti vasapfeke mbatya dze bato sezvo vachiti kuratidzira uku ndekwe zvizvarwa zvese zve Zimbabwe zvakaomerwa ne hupenyu parizvino .	NOUN PROPN VERB AUX NOUN ADJ DET VERB VERB ADP NOUN CCONJ VERB NOUN PRON DET VERB NOUN ADP NOUN SCONJ VERB VERB DET AUX NOUN DET ADP PROPN VERB ADP NOUN ADV PUNCT	sna
Vatiwo kuratidzira uku kuchapera chete kana nyaya ye kusamira zvakanaka mune zve hupfumi hwe nyika yagadziriswa pamwe ne nyaya ye gakava rine chekuita ne zvakabuda mu sarudzo dze gore rapera .	VERB VERB DET VERB ADV SCONJ NOUN ADP VERB ADJ AUX NOUN NOUN ADP NOUN VERB CCONJ CCONJ NOUN ADP NOUN AUX NOUN ADP VERB ADP NOUN ADP NOUN ADJ PUNCT	sna
Mutungamiri we MDC , Va Nelson Chamisa , vanoti ndivo vakakunda musarudzo dze gore rapera kunyange hazvo komisheni inoona nezve sarudzo ye Zimbabwe Electoral Commission ichiti Va Emmerson Mnangagwa ndivo vakakunda musarudzo idzi izvo zvakatsinhirwa ne dare re Constitutional Court .	NOUN ADP PROPN PUNCT NOUN PROPN PROPN PUNCT VERB AUX VERB NOUN ADP NOUN ADJ ADV SCONJ NOUN ADJ ADP NOUN ADP PROPN NOUN NOUN VERB NOUN PROPN PROPN PRON VERB NOUN DET DET VERB ADV NOUN ADP PROPN NOUN PUNCT	sna
Kuratidzira kwakaronga ne MDC uku hakusati kwabvumirwa ne mapurisa asi MDC inoti yakaita zvese zvinodiwa pasi pe bumbiro re mitemo ye nyika pamwe ne mimwe mirawu ye munyika inobata nyaya dze kuratidzira .	NOUN VERB ADV PROPN DET AUX VERB ADV NOUN SCONJ PROPN VERB VERB DET VERB ADP NOUN NOUN NOUN NOUN ADP NOUN CCONJ CCONJ ADV NOUN ADP NOUN VERB NOUN ADP VERB PUNCT	sna
Zvichakadaro , nhengo ye sangano rinorwira kodzero dze vanhu re Citizens Manifesto , Va Tatenda Mombeyarara , vanonzi vakapambwa ne Chipiri husiku pamba ne vanofungidzirwa kuti vakasiya vakandwa ku Hatfield mushure mekuzvindikitwa zvakaomarara .	ADV PUNCT NOUN ADP NOUN ADJ NOUN ADP NOUN ADP PROPN NOUN PUNCT NOUN PROPN PROPN PUNCT VERB VERB ADP NOUN NOUN ADV SCONJ ADJ DET VERB VERB ADP PROPN ADP VERB ADJ PUNCT	sna
Mashoko aburitswa ne sangano iri anoti Va Mombeyarara vaendeswa ku chipatara sezvo vakakuvara zvakaipisisa .	NOUN VERB NOUN NOUN DET VERB NOUN PROPN VERB ADP NOUN SCONJ VERB ADJ PUNCT	sna
Sangano iri ratiwo Va Mombeyarara vaibvunzurudzwa ne vakavapamba nezve kuratidzira kurikuda kuitwa ne MDC uku .	NOUN DET VERB NOUN PROPN VERB CCONJ VERB ADP VERB AUX VERB ADP PROPN DET PUNCT	sna
Mune imwe nyaya yakadai , sachigaro we MDC ku Mufakose , Va Blessing Kanotunga , vanotiwo vakapambwa pamba pavo husiku hwanezuro ne vanofungidzirwa kuti vasori vakavazvindikita zvakaomarara vasati vavasiya ku Chitungwiza .	ADP ADJ NOUN DET PUNCT NOUN ADP PROPN ADP PROPN PUNCT NOUN PROPN PROPN PUNCT VERB VERB NOUN NOUN NOUN PRON AUX VERB SCONJ NOUN VERB ADJ AUX VERB ADP PROPN PUNCT	sna
Va Kanotunga vati kurohwa kwavaitwa kwatovasimbisa kuti vaenderere mberi ne kuratidzira .	NOUN PROPN VERB VERB VERB VERB DET VERB ADV ADP VERB PUNCT	sna
Vachitaura pa dandemutande ravo re Twitter , munyori mu bazi rezve kuburitswa kwe mashoko , Va Nick Mangwana , vati havazive kuti ndiyani ari kupamba vanhu ne kuvarova asi vakati vari kuita izvi havasi kudivi re mutungamiri we nyika Va Emmerson Mnangagwa sezvo vasingadi mhirizhonga .	VERB ADP NOUN PRON ADP PROPN PUNCT NOUN ADP NOUN ADP VERB ADJ NOUN PUNCT NOUN PROPN PROPN PUNCT VERB VERB DET AUX AUX VERB NOUN CCONJ VERB SCONJ VERB AUX VERB DET AUX NOUN ADP NOUN ADJ NOUN NOUN PROPN PROPN SCONJ VERB NOUN PUNCT	sna
Gurukota rinoona nezve kudzivirirwa kwe nyika , Amai Oppah Muchinguri Kashiri , vaudza Studio7 pa runhare kuti kuratidzira kunobvumirwa ne mutemo asi kunofanira kuitwa murunyararo .	NOUN ADJ ADP VERB ADP NOUN PUNCT NOUN PROPN PROPN PROPN PUNCT VERB PROPN NOUN NOUN DET VERB VERB NOUN NOUN SCONJ VERB VERB NOUN PUNCT	sna
Vati mapazi anoona nezve kuchengetedzwa kwe mutemo achange achishanda zvakasimba kuona kuti mutemo hausi kutyorwa here uye zvivakwa zve hurumende pamwe ne midziyo yeve ruzhinji hazvisi kuputswa .	VERB NOUN ADJ ADP VERB ADJ NOUN AUX VERB ADJ VERB DET NOUN AUX VERB PRON CCONJ NOUN ADP NOUN CCONJ CCONJ NOUN ADP NOUN AUX VERB PUNCT	sna
Mapurisa aswera achimisa ne kusecha motokari dzose dzange dzichipinda mu dhorobha .	NOUN VERB VERB SCONJ VERB NOUN DET VERB VERB NOUN NOUN PUNCT	sna
Hatina kukwanisa kutaura ne mutauriri we mapurisa , Va Paul Nyathi , kuti tinzwe divi re mapurisa pa kupambwa ne kurohwa zvakaipisisa kwakaitwa vaviri ava , pamire mapurisa nezve kuratidzira kuri kuda kuitwa ne MDC uku pamwe ne kusechwa kwanga kuchiitwa motokari ne mabhazi .	AUX VERB VERB ADP NOUN ADP NOUN PUNCT NOUN PROPN PROPN PUNCT DET VERB NOUN ADJ NOUN ADP VERB CCONJ VERB ADJ VERB NOUN DET PUNCT VERB NOUN ADP VERB AUX AUX VERB ADV PROPN DET CCONJ SCONJ VERB PRON VERB NOUN CCONJ NOUN PUNCT	sna
Va Nyathi vange vasiri kudaira nharembozha yavo .	NOUN PROPN AUX VERB VERB NOUN PRON PUNCT	sna
Nemusi we Chishanu , nyika dzemu SADC dziri kutarisirwa kubatana ne Zimbabwe kuti dzikurudzire nyika dzakabudirira dzakaita se America , gungano re European Union nedzimwe kuti dzibvise zvirango zvakatemerwa vamwe vakuru ve nyika vachipoemerwa mhosva ye kutonga ne demo .	NOUN ADP NOUN PUNCT NOUN ADP PROPN AUX VERB VERB ADP PROPN DET VERB NOUN ADJ ADV ADP PROPN PUNCT NOUN ADP PROPN PROPN CCONJ DET VERB NOUN VERB DET NOUN ADJ NOUN VERB NOUN ADP VERB ADP NOUN PUNCT	sna
Izvi zvakabuda muchisungo che SADC ku Tanzania muna Nyamavhuvhu we gore rino .	DET VERB NOUN ADP PROPN ADP PROPN ADP NOUN ADP NOUN DET PUNCT	sna
Vhiki rino , Studio 7 ichange ichitarisa nyaya ye zvirango iyi kuti ndiyo here yapa kuti nyika iende ku mawere kana kuti kutadza kutungamira nyika ne huwori .	NOUN DET PUNCT PROPN NUM AUX VERB NOUN ADP NOUN DET DET AUX PRON VERB DET NOUN VERB ADP NOUN CCONJ CCONJ VERB VERB NOUN CCONJ NOUN PUNCT	sna
Kwemakore akawanda nyika ye Zimbabwe ne America , nyika dziri musangano re European Union ne dzimwe zvagara zviri makara asionane ne nyaya ye zvirango .	ADV ADJ NOUN ADP PROPN CCONJ PROPN PUNCT NOUN VERB NOUN ADP PROPN PROPN CCONJ PRON VERB AUX VERB VERB ADP NOUN ADP NOUN PUNCT	sna
Mutungamiri we nyika Va Emmerson Mnangagwa vakaudza musangano we United Nations General Assembly muna Gumiguru kuti zvirango izvi zvinofanira kubviswa .	NOUN ADP NOUN NOUN PROPN PROPN VERB NOUN ADP PROPN PROPN ADJ NOUN ADP PROPN DET NOUN DET AUX VERB PUNCT	sna
Asi America inoti Zimbabwe inoziva zvinoda kuitwa nekudaro haifanire kungorova bembera sekutaura kwe mutevedzeri we gurukota rinoona nezve kudyidzana ne nyika dzemu Africa Va Mathew Harrington .	SCONJ PROPN VERB PROPN VERB VERB VERB ADV AUX VERB NOUN SCONJ ADJ NOUN ADP NOUN VERB ADP VERB ADP NOUN ADJ PROPN NOUN PROPN PROPN PUNCT	sna
Ko zvirango zvinotemerwa zvaita sei chaizvo uye pane mhando dzakaita sei ?	ADP NOUN VERB VERB ADV PRON CCONJ AUX NOUN VERB DET PUNCT	sna
Zvirango zviri paviri , zvimwe zvinogona kutemerwa ne nyika kune imwe nyika uye zvimwe zvichitemerwa ne sangano re mubatanidzwa nyika we nyika dze pasi rino , we United Nations .	NOUN AUX NUM PUNCT DET AUX VERB ADV NOUN ADP NOUN NOUN CCONJ DET VERB NOUN NOUN ADP NOUN NOUN ADP NOUN ADP NOUN DET PUNCT ADP PROPN PROPN PUNCT	sna
Zimbabwe imwe ye nyika shoma pasi rino ine vanhu vasangana ne zvirango kutanga muna 1966 panguva ye Rhodesia uye makore ekuma 2000 nyika yawana kuzvitonga kuzere .	PROPN DET ADP NOUN ADJ NOUN DET AUX NOUN VERB ADP NOUN ADP ADP NUM ADP ADP PROPN CCONJ NOUN ADP NUM NOUN AUX VERB ADV PUNCT	sna
Southern Rhodesia ndiyo nyika yakatanga kutemerwa zvirango ne United Nations .	PROPN PROPN AUX NOUN VERB VERB NOUN ADP PROPN PROPN PUNCT	sna
Zvirango pasi pe United Nations zvinoiswa ne bazi re Security Council .	NOUN ADP ADP PROPN PROPN VERB ADP NOUN ADP PROPN NOUN PUNCT	sna
Kanzuru iyi ine nyika gumi , asi shanu chete dzinoti China , Russia , France , Britain ne America ndidzo dzisingabude mu kanzuru iyi .	NOUN DET AUX NOUN NUM PUNCT SCONJ NUM ADV AUX PROPN PUNCT PROPN PUNCT PROPN PUNCT PROPN CCONJ PROPN AUX VERB ADP NOUN DET PUNCT	sna
Zvirango zviri mu United Nations Charter muchikamu che chinomwe kana kuti Chapter VII uye zvinoshandiswa kana United Nations isingadi kutumira mauto .	NOUN AUX ADP PROPN PROPN NOUN NOUN ADJ NUM CCONJ ADP PROPN NUM CCONJ VERB ADV PROPN PROPN VERB VERB NOUN PUNCT	sna
Kubva muna 1966 , Security Council yaita zvirango ku dzihurumende nemamwe masangano kanokwana makumi makumi matatu .	ADP ADP NUM PUNCT PROPN NOUN VERB NOUN ADP NOUN DET NOUN ADV NUM NUM NUM PUNCT	sna
Izvi zvinosanganisira , Southern Rhodesia , South Africa , Yugoslavia kaviri , Haiti , Iraq kaviri , Angola , Rwanda , Sierra Leone , Somalia neEritrea kaviri , Ethiopia , Liberia katatu , DRC , C├┤te d'Ivoire , Sudan , Lebanon , DPRK , Iran , Libya kaviri , Guinea - Bissau , CAR , Yemen , South Sudan ne Mali .	DET VERB PUNCT PROPN PROPN PUNCT PROPN PROPN PUNCT PROPN NUM PUNCT PROPN PUNCT PROPN NUM PUNCT PROPN PUNCT PROPN PUNCT PROPN PROPN PUNCT PROPN CCONJ NUM PUNCT PROPN PUNCT PROPN NUM PUNCT PROPN PUNCT PROPN VERB PUNCT PROPN PUNCT PROPN PUNCT PROPN PUNCT PROPN PUNCT PROPN NUM PUNCT PROPN SYM PROPN PUNCT PROPN PUNCT PROPN PUNCT PROPN PROPN CCONJ PROPN PUNCT	sna
Zvikwata zvinopfurikidza mwero zve ISIL kana kuti ISIS kana ( Da'esh ) , Al - Qaida ne Taliban zvakatemerwawo zvirango .	NOUN VERB NOUN ADP PROPN CCONJ CCONJ PROPN CCONJ PUNCT PROPN PUNCT PUNCT PROPN SYM PROPN CCONJ PROPN VERB NOUN PUNCT	sna
Zvirango zve Security Council zvinoiswa zvichienderena ne zvinangwa zvakasiyana siyana .	NOUN ADP PROPN NOUN VERB VERB ADV NOUN ADJ ADJ PUNCT	sna
Zvimwe zvinoiswa panyaya dze hupfumi ne kutengeserana , zvimwe pakuti nhubu dzisatengeserwe zvombo , kurambidza vamwe vatungamiri kufamba ne zvimwe .	DET VERB NOUN ADP NOUN CCONJ VERB PUNCT DET VERB NOUN VERB NOUN PUNCT VERB DET NOUN VERB CCONJ ADV PUNCT	sna
Zvirango hazvingoiswe kuranga chete asi dzimwe nguva zvinoiswa kubatsira kuunza runyararo , kumisa nyaya dzekupidigura hurumende , kurwisa vanopfurikifdza mwero , uye kuchengeta kodzero dze vanhu .	NOUN AUX VERB ADV SCONJ DET NOUN VERB VERB VERB NOUN PUNCT VERB NOUN ADJ NOUN PUNCT VERB VERB NOUN PUNCT CCONJ VERB NOUN ADP NOUN PUNCT	sna
Zvirango zve United Nations hazvingoiswe nje , asi kuti pane komiti inoona kuti zviri mugwara here kana kuti kwete uye kuti vanhu vanobviswa sei pa zvirango izvi .	NOUN ADP PROPN PROPN VERB ADV PUNCT SCONJ DET AUX NOUN VERB DET AUX NOUN ADV CCONJ DET ADV CCONJ DET NOUN VERB ADV ADP NOUN DET PUNCT	sna
Rhodesia muna 1966 , iri pasi pevaive mutungamiri we hurumende Va Ian Douglas Smith yakatemerwa zvirango ne United Nations .	PROPN ADP NUM PUNCT DET NOUN AUX NOUN ADP NOUN NOUN PROPN PROPN PROPN VERB NOUN ADP PROPN PROPN PUNCT	sna
Ko zvirango izvi zvakauya sei ?	INTJ NOUN DET VERB ADV PUNCT	sna
Muzvinafundo Munyaradzi Munochivei vanotsanangura .	NOUN PROPN PROPN VERB PUNCT	sna
Ko zvirango izvi zvainge zvakanangana nei ?	INTJ NOUN DET AUX VERB DET PUNCT	sna
Muzvinafundo Munochivei vanotsanangura kuti muna 1966 , vaive mutungamiri we nyika ye Britain Va Harold Wilson vakapika kumusangano we Commonwealth ku Nigeria kuti hurumende ya Va Smith yaizodonha mukati me mavhiki kwete mwedzi .	NOUN PROPN VERB DET ADP NUM PUNCT AUX NOUN ADP NOUN ADP PROPN NOUN PROPN PROPN VERB NOUN ADP PROPN ADP NOUN DET NOUN ADP NOUN PROPN VERB ADP ADP NOUN ADV NOUN PUNCT	sna
Asi izvi zvakava zviroto ?	SCONJ DET VERB NOUN PUNCT	sna
Tabvunza Va Munochivei kuti sei zvakafamba kudaro .	VERB NOUN PROPN DET SCONJ VERB ADV PUNCT	sna
Vanokokera sangano re Citizens Manifesto Va Brigs Bomba vanoti Rhodesia yakakwanisawo kugadzira zvimwe zvinhu kuti ipunyuke mukanwa me mapere .	NOUN NOUN ADP PROPN NOUN NOUN PROPN PROPN VERB PROPN VERB VERB DET NOUN DET VERB NOUN ADP NOUN PUNCT	sna
Va Munochivei vanoti zvirango zvine zvazvakabatsira .	NOUN PROPN VERB NOUN AUX VERB PUNCT	sna
Kunze kwe zvirango zve United Nations , nyika inogonawo kungotemerwa zvirango ne imwe .	ADJ ADP NOUN ADP PROPN PROPN PUNCT NOUN AUX VERB NOUN ADP ADV PUNCT	sna
America ine nyika dzakawanda dzayakatemra zvirango dzinosanganisira Zimbabwe , North Korea , Cuba , Iran ne dzimwe .	PROPN AUX NOUN ADJ VERB NOUN SCONJ PROPN PUNCT PROPN PROPN PUNCT PROPN PUNCT PROPN CCONJ ADV PUNCT	sna
Zimbabwe yakatemerwao zvirango ne nyika dzinodyidzana ne America dzinosanganisa Canada , New Zealand ne dziri mu gungano re EU .	PROPN VERB NOUN ADP NOUN ADJ ADP PROPN SCONJ PROPN PUNCT PROPN PROPN CCONJ AUX ADP NOUN ADP PROPN PUNCT	sna
Muna 2003 , vaive mutungamiri we nyika ye America Va George Bush vakatemera vamwe vatungamiri ve nyika ye Zimbabwe zvirango ne nyaya ye kutyora kodzero dze vanhu .	ADP NUM PUNCT AUX NOUN ADP NOUN ADP PROPN NOUN PROPN PROPN VERB DET NOUN ADP NOUN ADP PROPN NOUN ADP NOUN ADP VERB NOUN ADP NOUN PUNCT	sna
Asi vakuru ve hurumende vanoti izvi zvakaitwa nekuti vainge vatora minda kubva kuvachena kuendesa ku vatema .	SCONJ NOUN ADP NOUN VERB DET VERB SCONJ AUX VERB NOUN ADP ADP VERB ADP NOUN PUNCT	sna
Parizvino pane vatungamiri mu hurumende ne mubato re Zanu - PF makumi masere ne mana uye makambani kunyanya mapurazi makore makumi mashanu ne matanhatu .	ADV AUX NOUN ADP NOUN CCONJ NOUN ADP PROPN SYM PROPN NUM NUM CCONJ NUM CCONJ NOUN ADV NOUN NOUN NUM NUM CCONJ NUM PUNCT	sna
Izvi zvakatevera kudzikwa kwe mutemo we Zimbabwe Democracy and Economy Recovery Act kana kuti ZIDERA ne America muna 2001 .	DET VERB VERB ADP NOUN ADP PROPN PROPN CCONJ NOUN PROPN NOUN CCONJ DET PROPN ADP PROPN ADP NUM PUNCT	sna
Muna 2018 , America yakavandudzawo mutemo we ZIDERA uyu .	ADP NUM PUNCT PROPN VERB NOUN ADP PROPN DET PUNCT	sna
Va Harrington vanoti mutemo wakawandudzwa uyu unonyatsoburitsa pachena zvinoda kuitwa ne Zimbabwe uye zviri kwairi kufuka kana kuwarira .	NOUN PROPN VERB NOUN VERB DET VERB ADV VERB VERB ADP PROPN CCONJ AUX VERB ADJ CCONJ VERB PUNCT	sna
America inoti iri kudawo kuti ose mauto anofungidzirwa kuti akapfura vanhu musi wa 1 Nyamavhuvhu gore rapera asungwe .	PROPN VERB AUX VERB DET DET NOUN VERB DET VERB NOUN NOUN ADP NUM PROPN NOUN ADJ VERB PUNCT	sna
Kuratidza kuti haisi kudzora tsvimbo , yakabva yatemerawo zvirango vaitungamira mauto aya uye vave mumiriri we Zimbabwe ku Tanzania Va Brigadier General Anselem Sanyatwe .	VERB DET AUX VERB NOUN PUNCT AUX VERB NOUN VERB NOUN DET CCONJ AUX NOUN ADP PROPN ADP PROPN NOUN NOUN NOUN PROPN PROPN PUNCT	sna
Asi munyori mu bazi rezve kuburitswa kwe mashoko Va Nick Mangwana vanoshora zvirango izvi .	SCONJ NOUN ADP NOUN ADP VERB ADP NOUN NOUN PROPN PROPN VERB NOUN DET PUNCT	sna
Vaive munyori mukuru we United Nations Va Ban Ki Moon vakati sangano ravo haripindire pa nyaya dze zvirango zvakatemerwa ne nyika ku nyika vachiti zviri kunyika mbiri idzi kuti dziite sungawirirano .	AUX NOUN ADJ ADP PROPN PROPN NOUN PROPN PROPN PROPN VERB NOUN PRON VERB ADP NOUN ADP NOUN VERB ADV NOUN ADP NOUN VERB AUX NOUN NUM DET DET VERB NOUN PUNCT	sna
Muna 2002 , sangano re European Union rakatemerawo vamwe vatungamiri ve hurumende ye Zimbabwe mazana maviri zvirango richivapomera mhosva yekutonga ne demo uye tsvimbo mugotsi kune vanopikisa ne kushungurudza vatori ve nhau .	ADP NUM PUNCT NOUN ADP PROPN PROPN VERB DET NOUN ADP NOUN ADP PROPN NUM NUM NOUN VERB NOUN VERB ADP NOUN CCONJ NOUN NOUN ADP VERB ADP VERB NOUN ADP NOUN PUNCT	sna
Zvirango izvi zvinosanganisira kuti Zimbabwe isatengeserwe zvombo zve hondo uye kurambidza vamwe vatungamiri kushanyira nyika dzemu EU pamwe ne kutora hupfumi hwavo huri kunze .	NOUN DET VERB DET PROPN VERB NOUN ADP NOUN CCONJ VERB DET NOUN VERB NOUN ADP PROPN ADV CCONJ VERB NOUN PRON AUX ADJ PUNCT	sna
Mumiriri we EU mu Zimbabwe Va Timo Olkkonen vanoti parizvino pazvirango pasara vaive mutungamiri we nyika Va Robert Mugabe vanotarisira kubviswa chero nguva , mudzimai wavo , Amai Grace Mugabe , kambani ye Zimbabwe Defence Industries uye Zimbabwe haibvumidzwe kutenga zvombo kunyika idzi .	NOUN ADP PROPN ADP PROPN NOUN PROPN PROPN VERB ADV NOUN ADV AUX NOUN ADP NOUN NOUN PROPN PROPN VERB VERB DET NOUN PUNCT NOUN PRON PUNCT NOUN PROPN PROPN PUNCT NOUN ADP PROPN ADJ NOUN CCONJ PROPN AUX VERB NOUN NOUN DET PUNCT	sna
Vamwe vari pa zvirango havo asi vachiongororwa kwe makore mashanu mumwe mutevedzeri we mutungamiri we nyika Va Constantino Chiwenga , gurukota rezve kurima Va Perrence Shiri uye mukuru we mauto Va Philip Valerio Sibanda .	DET AUX ADP NOUN PRON SCONJ VERB ADP NOUN NUM PRON NOUN ADP NOUN ADP NOUN NOUN PROPN PROPN PUNCT NOUN ADP VERB NOUN PROPN PROPN CCONJ NOUN ADP NOUN NOUN PROPN PROPN PROPN PUNCT	sna
Vatsigiri ve nhabvu vari kufara ne makwikwi e 2019 Africa Cup of Nations zvichitevera kuiswa kwe chikwata che Zimbabwe Warriors mugungano rine nyika ina dzinoti Egypt , Democratic Republic of Congo , ne Uganda , vachiti gungano iri rakapfava pane re makore apfuura .	NOUN ADP NOUN AUX VERB ADV NOUN ADP NUM PROPN NOUN ADP PROPN SCONJ VERB ADP NOUN ADP PROPN PROPN NOUN AUX NOUN NUM AUX PROPN PUNCT PROPN PROPN ADP PROPN PUNCT CCONJ PROPN PUNCT VERB NOUN DET VERB ADP ADP NOUN ADV PUNCT	sna
Mumubatanidzwa ye zvikwata yakaitwa neve Confederation of Zimbabwe ne zvikwata izvi iri mu Group A , umo vatsigiri ve nhabvu mu nyika vanoti chikwata chavo chinobudamo zvisina kutamburira .	NOUN ADP NOUN VERB ADP PROPN ADP PROPN ADV NOUN DET AUX ADP NOUN PROPN PUNCT ADV NOUN ADP NOUN ADP NOUN VERB NOUN PRON VERB ADV VERB PUNCT	sna
Zvikwata zviviri zvichapedza zviri pamusoro - soro mugungano iri , ne zvikwata zvina zvichapedza zviri pa chinhanho che chitatu zviri nani pa magungo ese matanhatu , ndizvo zvinoenderera mberi ne makwikwi aya .	NOUN NUM VERB AUX ADJ SYM ADJ NOUN DET PUNCT ADV NOUN NUM VERB AUX ADP NOUN ADP NUM AUX ADJ ADP NOUN DET NUM PUNCT AUX VERB ADV ADV NOUN DET PUNCT	sna
Aimbove mubati we pembe mu Premier Soccer League , Va Sam Hamandawana , vanoti Zimbabwe ichabudirira mu Group A .	VERB NOUN ADP NOUN ADP PROPN PROPN NOUN PUNCT NOUN PROPN PROPN PUNCT VERB PROPN VERB ADP NOUN PROPN PUNCT	sna
Va Shabani Muswera avo vaimbotambira Black Rhinos mu Super League vanotiwo vari kufara ne gungano raiswa Zimbabwe .	NOUN PROPN PROPN PRON VERB PROPN PROPN ADP PROPN NOUN VERB AUX VERB ADP NOUN VERB PROPN PUNCT	sna
Mutambi we karati ane mukurumbira asi achitevera mutambo we nhabvu , Afonso Mukuche , anoti Egypt inonetsa kurova nenyaya ye vabati ve pembe asi vachiyambira ma Warriors kuti asadherere Uganda .	NOUN ADP NOUN AUX ADJ SCONJ VERB NOUN ADP NOUN PUNCT PROPN PROPN PUNCT VERB PROPN VERB VERB SCONJ ADP NOUN ADP NOUN SCONJ VERB ADP PROPN DET VERB PROPN PUNCT	sna
Zimbabwe yaenda ku mafainari e Africa Cup of Nations katatu muna 2004 , 2006 , na 2017 asi panguva yese iyi ma Warriors anga achingobuditswa mu nharaunda yekutanga .	PROPN VERB ADP NOUN ADP PROPN NOUN ADP PROPN NUM ADP NUM PUNCT NUM PUNCT CCONJ NUM SCONJ NOUN DET DET NOUN PROPN AUX VERB ADP NOUN ADJ PUNCT	sna
Asi Va Hamandawana vanoti iko zvino maWarriors anobudirira asi vachiti ivo kuti izvi zviitike , panoda gadziriro yakasimba .	SCONJ NOUN PROPN VERB ADV ADV PROPN VERB SCONJ VERB PRON DET DET VERB PUNCT VERB NOUN ADJ PUNCT	sna
Makundano aya ari kutanga musi wa 21 Chikumi , Egypt ne Zimbabwe dzichivhura musangano we zvikwata makumi maviri ne zvina aya .	NOUN DET AUX VERB NOUN ADP NUM PROPN PUNCT PROPN CCONJ PROPN VERB NOUN ADP NOUN NUM NUM CCONJ NUM DET PUNCT	sna
Varairidzi vemu Zimbabwe vakabatana ne Mugovera ne vamwe vashandi mukucherechedza zuva re varairidzi pasi rose , re World Teachers Day .	NOUN ADP PROPN VERB ADP NOUN CCONJ ADJ NOUN VERB NOUN ADP NOUN NOUN DET PUNCT ADP PROPN NOUN NOUN PUNCT	sna
Hurongwa hwacherechedza zuva iri hwakarongwa ne sangano re Zimbabwe Labor Center .	NOUN VERB NOUN AUX VERB ADV NOUN ADP PROPN NOUN NOUN PUNCT	sna
Mutungamiri we sangano re varairidzi ve ku maruwa , Va Obert Masaraure , vanoti vapinda mu hurukuro dzaitwa panguva iyo pasi rose ranga richicherechedza mabasa akanaka ari kuitwa pasi rose ne varairidzi .	NOUN ADP NOUN ADP NOUN ADP ADP NOUN PUNCT NOUN PROPN PROPN PUNCT VERB VERB ADP NOUN VERB NOUN DET NOUN DET AUX VERB NOUN ADJ AUX VERB NOUN DET ADV NOUN PUNCT	sna
