textid	text	target
166	Bemeza kandi ko isuku mu ngo zabo yiyongereye kuko bafite amazi , bitandukanye na mbere ubwo bajyaga kuyavoma mu kabande bakoresheje igihe kigera ku isaha imwe .	VERB CCONJ SCONJ NOUN ADP NOUN PRON VERB SCONJ VERB NOUN PUNCT VERB CCONJ ADV PRON VERB VERB ADP NOUN VERB NOUN VERB ADP NOUN PRON PUNCT
167	Niyonsaba Francine ati """" Mu rugo tugira isuku kuko amazi tuyafite hafi .	VERB PROPN VERB PUNCT ADP NOUN VERB NOUN SCONJ NOUN VERB ADV PUNCT
168	No muri ibi bihe bya Covid - 19 , tugira isuku cyane cyane dukaraba intoki kugira ngo hatagira uwanduza abandi . """"	CCONJ ADP PRON NOUN PRON PROPN PUNCT NUM PUNCT VERB NOUN ADV ADV VERB NOUN VERB SCONJ VERB VERB PRON PUNCT PUNCT
169	Umuyobozi w ' Akarere ka Huye , Sebutege Ange , avuga ko ubwo buryo bw ' ikoranabuhanga bwatangiriye mu Murenge wa Kigoma ariko bateganya no kubugeza ahandi .	NOUN PRON PUNCT NOUN PRON PROPN PUNCT PROPN PROPN PUNCT VERB SCONJ PRON NOUN PRON PUNCT NOUN VERB ADP NOUN PRON PROPN SCONJ VERB CCONJ VERB PRON PUNCT
170	Ati """" Iki ni icyiciro cy ' ibanze , turakomeza gukurikirana uko bifasha abaturage , nyuma bikazagenda bigezwa n ' ahandi . """"	VERB PUNCT PRON VERB NOUN PRON PUNCT NOUN PUNCT VERB VERB PRON VERB NOUN PUNCT ADV VERB VERB CCONJ PUNCT PRON PUNCT PUNCT
171	Yashimiye abaturage uruhare bagize mu kugira ngo ayo mazi abagereho kuko batanze umuganda mu gucukura aho umuyoboro uzanyura , abasaba kuyafata neza .	VERB NOUN NOUN VERB ADP VERB SCONJ PRON VERB VERB SCONJ VERB NOUN ADP VERB PRON NOUN VERB PUNCT VERB VERB ADV PUNCT
172	Ati """" Abaturage turabashimira uruhare rwabo mu kubaka umuyoboro .	VERB PUNCT NOUN VERB NOUN PRON ADP VERB NOUN PUNCT
173	Turabasaba kuwufata neza , bakirinda icyatuma cyose iki gikorwa kitaramba , bakarangwa kandi n ' isuku kuko ni isoko y ' ubuzima bwiza . """"	VERB VERB ADV PUNCT VERB VERB PRON PRON NOUN VERB PUNCT VERB CCONJ CCONJ PUNCT NOUN SCONJ VERB NOUN PRON PUNCT NOUN ADJ PUNCT PUNCT
174	Iryo koranabuhanga mu kuvoma amazi ryashyizweho mu mushinga mugari w ' umuyoboro w ' amazi wa kilometero 19 , 7 watwaye arenga miliyoni 205 Frw .	PRON NOUN ADP VERB NOUN VERB ADP NOUN ADJ PRON PUNCT NOUN PRON PUNCT NOUN PRON NOUN NUM PUNCT NUM VERB VERB NOUN NUM SYM PUNCT
175	Akarere ka Huye katanze arenga miliyoni 143 Frw naho World Vision isanzwe ari umufatanyabikorwa wako itanga miliyoni 61 Frw .	NOUN PRON PROPN VERB VERB NOUN NUM SYM CCONJ NOUN NOUN VERB VERB NOUN PRON VERB NOUN NUM SYM PUNCT
176	Uwo muyoboro ugeza amazi ku baturage 7 . 943 babarizwa mu midugudu 19 no ku bigo bitatu by ' amashuri .	PRON NOUN VERB ADV ADP NOUN NUM PUNCT NUM VERB ADP NOUN NUM CCONJ ADP NOUN PRON PRON PUNCT NOUN PUNCT
177	Uwo muyoboro w ' amazi ni kimwe mu bikorwa abaturage bavuga ko bishimiye mu kwizihiza ku nshuro ya 27 isabukuru yo kwibohora k ' u Rwanda .	PRON NOUN PRON PUNCT NOUN VERB PRON ADP NOUN NOUN VERB SCONJ VERB ADP VERB ADP NOUN PRON NUM NOUN PRON VERB PRON PUNCT DET PROPN PUNCT
178	Dore impamvu ukwiye kwita ku nshuti yawe magara .	VERB NOUN VERB VERB ADP NOUN PRON ADJ PUNCT
179	Abantu b ' inshuti magara kandi usanga bakunda kwitana utuzina tw ' utubyiniriro baziranyeho , cyangwa se ugasanga bakunda guhana impano zitandukanye .	NOUN PRON PUNCT NOUN ADJ CCONJ VERB VERB VERB NOUN PRON PUNCT NOUN VERB PUNCT CCONJ CCONJ VERB VERB VERB NOUN VERB PUNCT
180	Ikigo cyo muri Leta Zunze Ubumwe za Amerika gikora ibikorwa n ' ubushakashatsi ku buvuzi , """" Mayo Clinic , """" kivuga ko inshuti magara zifasha abazifite guca mu bibazo by ' ihungabana nka gatanya , uburwayi bukomeye , gutakaza akazi cyangwa kubura uwo umuntu akunda .	NOUN PRON ADP NOUN VERB NOUN PRON PROPN VERB NOUN CCONJ PUNCT NOUN ADP NOUN PUNCT PUNCT PROPN NOUN PUNCT PUNCT VERB SCONJ NOUN ADJ VERB VERB VERB ADP NOUN PRON PUNCT NOUN PRON NOUN PUNCT NOUN VERB PUNCT VERB NOUN CCONJ VERB PRON NOUN VERB PUNCT
181	Ubu bushakashatsi kandi buvuga ko """" Inshuti itera umuntu imbaraga zo guhindura cyangwa se kwigobotora ubuzima bushaririye n ' imico mibi aba ari gucamo , nko kumufasha kugabanya cyangwa kureka kunywa ibisindisha mu gihe byamaze kumuhindura imbata , ndetse inshuti nk ' iyo ntinanirwa kukubyutsa igihe cyose uguye . """"	PRON NOUN CCONJ VERB SCONJ PUNCT NOUN VERB NOUN NOUN PRON VERB CCONJ CCONJ VERB NOUN VERB CCONJ PUNCT NOUN ADJ VERB VERB ADJ PUNCT CCONJ VERB VERB CCONJ VERB VERB NOUN ADP NOUN VERB VERB NOUN PUNCT CCONJ NOUN CCONJ PUNCT PRON VERB VERB NOUN PRON VERB PUNCT PUNCT
182	Urubuga Well + Good rutangaza ko abahanga mu bumenyi bw ' imitekerereze ya muntu bahamya ko kugira inshuti magara ari ikintu cy ' ingenzi mu buzima ndetse ko kubona cyangwa kugira umuntu inshuti yawe magara atari ikintu cyoroshye .	NOUN PROPN SYM PROPN VERB SCONJ VERB ADP NOUN PRON PUNCT NOUN PRON NOUN VERB SCONJ VERB NOUN ADJ VERB NOUN PRON PUNCT NOUN ADP NOUN CCONJ SCONJ VERB CCONJ VERB NOUN NOUN PRON ADJ VERB NOUN VERB PUNCT
183	Dr . Marisa Franco ufite impamyabumenyi y ' ikirenga mu bijyanye n ' imitekerereze ya muntu n ' ubuzima bwo mu mutwe , akanaba inzobere mu mibanire hagati y ' inshuti , avuga ko kugira nibura inshuti imwe , yaba isanzwe cyangwa magara , bigufasha kurwanya ubwigunge no guhora wumva uri wenyine .	NOUN PUNCT PROPN PROPN VERB NOUN PRON PUNCT NOUN ADP VERB CCONJ PUNCT NOUN PRON NOUN CCONJ PUNCT NOUN PRON ADP NOUN PUNCT VERB NOUN ADP NOUN ADV PRON PUNCT NOUN PUNCT VERB SCONJ VERB CCONJ NOUN PRON PUNCT VERB VERB CCONJ ADJ PUNCT VERB VERB NOUN CCONJ VERB VERB VERB PRON PUNCT
184	Yagize ati """" Kugira inshuti magara nziza bishobora kuba ingirakamaro ku buzima bwo mu mutwe ndetse no kugira inshuti zifite imitekerereze itandukanye na byo bishobora kugira inyungu . """"	VERB VERB PUNCT VERB NOUN ADJ ADJ VERB VERB NOUN ADP NOUN PRON ADP NOUN CCONJ CCONJ VERB NOUN VERB NOUN VERB CCONJ PRON VERB VERB NOUN PUNCT PUNCT
185	Akomeza avuga ko akunze kubazwa umubare w ' inshuti umuntu yagakwiye kuba afite , ariko ashimangira ko atari cyo cy ' ingenzi cyane ahubwo imyitwarire yazo ari cyo gihebuje ibindi kuba ingenzi , ku buryo n ' iyo yaba inshuti imwe ariko nzima byakugirira akamaro .	VERB VERB SCONJ VERB VERB NOUN PRON PUNCT NOUN NOUN VERB VERB VERB PUNCT SCONJ VERB SCONJ VERB PRON PRON PUNCT NOUN ADV SCONJ NOUN PRON VERB PRON VERB PRON VERB NOUN PUNCT ADP NOUN CCONJ PUNCT SCONJ VERB NOUN PRON SCONJ ADJ VERB NOUN PUNCT
186	Mu gitabo """" Best Friend Forever """" cya Dr . Marisa Franco , avuga ko umuntu w ' inshuti magara ari uwo mubasha kuganira mu buryo bworoshye bitagoranye , uwo mufitanye ubwumvane bwisumbuye ndetse munabasha kubwizanya ukuri .	ADP NOUN PUNCT ADJ NOUN ADV PUNCT PRON NOUN PUNCT PROPN PROPN PUNCT VERB SCONJ NOUN PRON PUNCT NOUN ADJ VERB PRON VERB VERB ADP NOUN VERB VERB PUNCT PRON VERB NOUN VERB CCONJ VERB VERB NOUN PUNCT
187	Ese umukunzi wawe yakubera inshuti magara ?	PART NOUN PRON VERB NOUN ADJ PUNCT
188	Dr . Franco avuga ko inshuti magara ya nyayo ari imwe izaza isubiza icyo abantu bakunze kwibaza kigira kiti """" Ni inde uzaba uhari igihe cyose mukeneye ? """"	NOUN PUNCT PROPN VERB SCONJ NOUN ADJ PRON PRON VERB PRON VERB VERB PRON NOUN VERB VERB VERB PRON PUNCT VERB PRON VERB VERB NOUN PRON VERB PUNCT PUNCT
189	Avuga ko inshuti zo mu kazi , izo musohokana , izikugira inama zose ari ingenzi ariko by ' umwihariko ya nshuti wiyambaza mu gihe bigukomeranye ari yo ya nyayo .	VERB SCONJ NOUN PRON ADP NOUN PUNCT PRON VERB PUNCT VERB NOUN PRON VERB NOUN SCONJ PRON PUNCT NOUN PRON NOUN VERB ADP NOUN VERB VERB PRON PRON PRON PUNCT
190	Ubushakashatsi bugaragaza ko iyo umukunzi wawe ari inshuti magara yawe bituma ibyishimo byawe mu rukundo byikuba kabiri kurusha uko byamera umukunzi wawe aramutse atari inshuti magara yawe , nk ' uko bishimangirwa na Dr . Franco , nubwo anavuga ko bidasobanuye ko umukunzi wawe ari yo nshuti yonyine ugomba kugira .	NOUN VERB SCONJ SCONJ NOUN PRON VERB NOUN ADJ PRON VERB NOUN PRON ADP NOUN VERB ADV VERB PRON VERB NOUN PRON VERB VERB NOUN ADJ PRON PUNCT CCONJ PUNCT PRON VERB CCONJ NOUN PUNCT PROPN PUNCT SCONJ VERB SCONJ VERB SCONJ NOUN PRON VERB PRON NOUN PRON VERB VERB PUNCT
191	Kuri iyi ngingo kandi , Dr . Irene Levine na we ufite Impamyabumenyi y ' Ikirenga mu by ' ubuzima bwo mu mutwe n ' imitekerereze ya muntu , avuga ko kugira umukunzi wawe wenyine nk ' inshuti magara bidahagije kuko hari ibintu uba ushobora kuganiriza inshuti zawe zindi ariko bitakorohera kuganiriza umukunzi wawe .	ADP PRON NOUN CCONJ PUNCT NOUN PUNCT PROPN PROPN CCONJ PRON VERB NOUN PRON PUNCT NOUN ADP PRON PUNCT NOUN PRON ADP NOUN CCONJ PUNCT NOUN PRON NOUN PUNCT VERB SCONJ VERB NOUN PRON PRON CCONJ PUNCT NOUN ADJ VERB SCONJ VERB NOUN VERB VERB VERB NOUN PRON PRON SCONJ VERB VERB NOUN PRON PUNCT
192	Philippines : Duterte arifuza umwanya wa Visi Perezida avuye ku wa Perezida .	PROPN PUNCT PROPN VERB NOUN PRON NOUN NOUN VERB ADP PRON NOUN PUNCT
193	Duterte w ' imyaka 76 yavuze ko hari ibyo atabashije gukora mu myaka itanu amaze ayoboye Philippines , bityo ko byaba byiza abaye Visi Perezida akabirangiza .	PROPN PRON PUNCT NOUN NUM VERB SCONJ VERB PRON VERB VERB ADP NOUN PRON VERB VERB PROPN PUNCT VERB SCONJ VERB ADJ VERB NOUN NOUN VERB PUNCT
194	Itegeko Nshinga rya Philippines ntabwo ryemerera Perezida kuyobora manda zirenze imwe .	NOUN ADJ PRON PROPN SCONJ VERB NOUN VERB NOUN VERB PRON PUNCT
195	Mu nama yagiranye n ' abayobozi b ' amashyaka ya Politiki kuri uyu wa Gatatu , Duterte yavuze ko yakozwe ku mutima n ' amarangamutima abaturage bamugaragarije , bamwereka ko bakimukunze .	ADP NOUN VERB CCONJ PUNCT NOUN PRON PUNCT NOUN PRON NOUN ADP PRON PRON PRON PUNCT PROPN VERB SCONJ VERB ADP NOUN CCONJ PUNCT NOUN NOUN VERB PUNCT VERB SCONJ VERB PUNCT
196	Yagize ati """" Icyifuzo cyo kuba nakwiyamamariza umwanya wa Visi Perezida , nanjye ndagishyigikiye .	VERB VERB PUNCT NOUN PRON VERB VERB NOUN PRON NOUN NOUN PUNCT CCONJ VERB PUNCT
197	Ndi kubitekerezaho . """"	VERB VERB PUNCT PUNCT
198	Bamwe mu batavuga rumwe na Duterte bagize impungenge kuri icyo cyifuzo cye kuko Visi Perezida ari we uhabwa inshingano za Perezida iyo Perezida watowe apfuye cyangwa atakibasha kuzuza inshingano ze .	PRON ADP VERB PRON CCONJ PROPN VERB NOUN ADP PRON NOUN PRON SCONJ NOUN NOUN VERB PRON VERB NOUN PRON NOUN PRON NOUN VERB VERB CCONJ VERB VERB NOUN PRON PUNCT
199	Bavuga ko biramutse bibayeho , byaba bihabanye n ' Itegeko Nshinga igihugu kigenderaho .	VERB SCONJ VERB VERB PUNCT VERB VERB CCONJ PUNCT NOUN ADJ NOUN VERB PUNCT
200	Nubwo ubutegetsi bwe bwazanye inkundura yo guhiga bukware abakekwaho gucuruza ibiyobyabwenge harimo no kubarasa , ibyegeranyo bitandukanye bigaragaza ko Duterte agikunzwe n ' abaturage .	SCONJ NOUN PRON VERB NOUN PRON VERB ADJ VERB VERB NOUN VERB CCONJ VERB PUNCT NOUN VERB VERB SCONJ PROPN VERB CCONJ PUNCT NOUN PUNCT
201	CNN yatangaje ko Duterte ashobora kwiyamamariza kuba Visi Perezida umwaka utaha kugira ngo yirinde kuba yakurikiranwa n ' inkiko kuko byagiye biba ku bamubanjirije .	PROPN VERB SCONJ PROPN VERB VERB VERB NOUN NOUN NOUN VERB SCONJ SCONJ VERB VERB VERB CCONJ PUNCT NOUN SCONJ VERB VERB ADP VERB PUNCT
202	Duterte yavuze ko mu gihe yagira ibyago ubaye Perezida ntabe ari inshuti ye , kuba Visi Perezida kwe nta cyo byaba bimumariye .	PROPN VERB SCONJ ADP NOUN VERB NOUN VERB NOUN VERB VERB NOUN PRON PUNCT VERB ADP NOUN PRON PART PRON VERB VERB PUNCT
203	Rutsiro : Umugabo yishe mugenzi we amukubise agafuni .	PROPN PUNCT NOUN VERB NOUN PRON VERB NOUN PUNCT
204	bi byabaye ahagana saa Mbili z ' igitondo cyo kuri uyu wa Gatanu , tariki ya 9 Nyakanga 2021 .	PRON VERB VERB ADV ADJ PRON PUNCT NOUN PRON ADP PRON PRON PRON PUNCT NOUN PRON NUM PROPN NUM PUNCT
205	Abaturage babibonye bavuze ko uwo mugabo w ' imyaka 30 yakubise agafuni mu mutwe uwitwa Semajeri Théoneste w ' imyaka 47 , ahita apfa .	NOUN VERB VERB SCONJ PRON NOUN PRON PUNCT NOUN NUM VERB NOUN ADP NOUN VERB PROPN PROPN PRON PUNCT NOUN NUM PUNCT VERB VERB PUNCT
206	Umunyamabanga Nshingwabikorwa w ' Umurenge wa Kivumu , Nkusi Pontien , yavuze ko uwabikoze asa naho afite ikibazo cy ' uburwayi bwo mu mutwe .	NOUN ADJ PRON PUNCT NOUN PRON PROPN PUNCT PROPN PROPN PUNCT VERB SCONJ VERB VERB CCONJ VERB NOUN PRON PUNCT NOUN PRON ADP NOUN PUNCT
207	Ati """" Ntituramenya icyo yamuhoye kubera ko umuturage witwa Nshimiyimana Javan avuga ko yamubonye yiruka inyuma ya nyakwigendera afite ifuni akayimukubita mu mutwe , akagwa hasi ndetse agakomeza kuyimukubita kugeza apfuye . """" """"	VERB PUNCT VERB PRON VERB SCONJ SCONJ NOUN VERB PROPN PROPN VERB SCONJ VERB VERB ADV PRON NOUN VERB NOUN VERB ADP NOUN PUNCT VERB ADV CCONJ VERB VERB VERB VERB PUNCT PUNCT PUNCT
208	Yakomeje avuga ko bageze aho yamwiciye bagasanga ukekwa ahagaze hejuru y ' imodoka afite ifuni yakoresheje amwica .	VERB VERB SCONJ VERB PRON VERB VERB VERB VERB ADJ PRON PUNCT NOUN VERB NOUN VERB NOUN PUNCT
209	Yavuze yaje kumanuka arafatwa nyuma yo kubona akikijwe n ' abaturage benshi ndetse na Polisi .	VERB VERB VERB VERB ADV PRON VERB VERB CCONJ PUNCT NOUN ADJ CCONJ CCONJ NOUN PUNCT
210	Nkusi yavuze ko uwakoze icyaha acyemera ndetse akavuga ko yamwishe amuhoye ubusa .	PROPN VERB SCONJ VERB NOUN VERB CCONJ VERB SCONJ VERB VERB NOUN PUNCT
211	Ati """" Urebye uko ameze , asa n ' aho afite ikibazo cy ' uburwayi bwo mu mutwe cyangwa akaba akoresha ibiyobyabwenge .	VERB PUNCT VERB PRON VERB PUNCT VERB CCONJ PUNCT PRON VERB NOUN PRON PUNCT NOUN PRON ADP NOUN CCONJ VERB VERB NOUN PUNCT
212	Kuri yafashwe afungirwa kuri Sitasiyo ya RIB ya Kivumu . """" """"	ADV VERB VERB ADP NOUN PRON NOUN PRON PROPN PUNCT PUNCT PUNCT
213	Umurambo wa nyakwigendera wajyanywe ku Bitaro bya Murunda gukorerwa isuzuma mbere y ' uko ushyingurwa .	NOUN PRON NOUN VERB ADP NOUN PRON PROPN VERB NOUN ADV PRON PUNCT PRON VERB PUNCT
214	Nta we uzavutswa amahirwe kuko arwaye Covid - 19 !	PART PRON VERB NOUN SCONJ VERB PROPN PUNCT NUM PUNCT
215	Imyiteguro y ' ibizamini bya leta byatwaye arenga miliyari 12 Frw .	NOUN PRON PUNCT NOUN PRON PRON VERB VERB NOUN NUM PROPN PUNCT
216	Ni ibitangazwa mu gihe kuva ku wa Mbere , tariki 12 kugeza ku wa 14 Nyakanga 2021 , ari bwo hazakorwa ibizamini bya leta ku basoza amashuri abanza .	VERB VERB ADP NOUN VERB ADP PRON PRON PUNCT NOUN NUM VERB ADP PRON NUM PROPN NUM PUNCT VERB PRON VERB NOUN PRON NOUN ADP VERB NOUN VERB PUNCT
217	Abo mu Cyiciro rusange n ' abasoza Ayisumbuye bazakora ibizamini ku wa 20 - 30 Nyakanga 2021 .	PRON ADP PROPN ADJ CCONJ PUNCT VERB VERB VERB NOUN ADP PRON NUM PUNCT NUM PROPN NUM PUNCT
218	Mu kiganiro n ' abanyamakuru cyo kuri uyu wa Gatanu , tariki 9 Nyakanga 2021 , Umuyobozi Mukuru wa NESA , Dr Bahati Bernard , yavuze ko imyiteguro irimbanyije ku ruhande rw ' abanyeshuri n ' ahazakorerwa ibizamini muri rusange .	ADP NOUN CCONJ PUNCT NOUN PRON ADP PRON PRON PRON PUNCT NOUN NUM PROPN NUM PUNCT NOUN ADJ PRON PROPN PUNCT NOUN PROPN PROPN PUNCT VERB SCONJ NOUN VERB ADP NOUN PRON PUNCT NOUN CCONJ PUNCT VERB NOUN ADP ADV PUNCT
219	Yakomeje agira ati """" Ibikoresho nkenerwa na byo byarateguwe ku buryo ubu imodoka zijyana ibikoresho bikenerwa n ' ibizamini ubwabyo ziri mu nzira zibishyikiriza buri turere .	VERB VERB VERB PUNCT NOUN ADJ CCONJ PRON VERB ADP NOUN ADV NOUN VERB NOUN VERB CCONJ PUNCT NOUN PRON VERB ADP NOUN VERB PRON NOUN PUNCT
220	Guhera ejo ibizamini bizatangira kugezwa mu bigo aho abanyeshuri bakorera . """" """"	VERB ADV NOUN VERB VERB ADP NOUN PRON NOUN VERB PUNCT PUNCT PUNCT
221	Dr Bahati avuga ko abanyeshuri bagiye gukora ibizamini by ' umwihariko harimo abazabikora barwaye Covid - 19 , cyangwa bakaba bakora bataha iwabo mu gihe baba bari mu kato cyangwa baranduye iki cyorezo .	NOUN PROPN VERB SCONJ NOUN VERB VERB NOUN PRON PUNCT NOUN VERB VERB VERB PROPN PUNCT NUM PUNCT CCONJ VERB VERB VERB PRON ADP NOUN VERB VERB ADP NOUN CCONJ VERB PRON NOUN PUNCT
222	Ati """" Turateganya ko dushobora kugira abanyeshuri bashobora kuba barwaye mu gihe cyo gukora ibizamini , icyo twakwizeza Abanyarwanda ni uko nta muntu uzavutswa amahirwe yo gukora ikizamini kubera ko yarwaye Covid - 19 . """"	VERB PUNCT VERB SCONJ VERB VERB NOUN VERB VERB VERB ADP NOUN PRON VERB NOUN PUNCT PRON VERB NOUN VERB PRON PART NOUN VERB NOUN PRON VERB NOUN SCONJ SCONJ VERB PROPN PUNCT NUM PUNCT PUNCT
223	NESA itangaza ko umwaka ushize yo ibijyanye n ' imyiteguro n ' ibihe byo gukora ibizamini bya leta hakoreshejwe ingengo y ' imari iri hagati ya miliyari 10 Frw na 11 Frw mu gihe kuri ubu ibarirwa hagati ya miliyari 12 Frw na miliyari 13 Frw .	PROPN VERB SCONJ NOUN VERB PRON VERB CCONJ PUNCT NOUN CCONJ PUNCT NOUN PRON VERB NOUN PRON NOUN VERB NOUN PRON PUNCT NOUN VERB ADV PRON NOUN NUM SYM CCONJ NUM SYM ADP NOUN ADP ADV VERB ADV PRON NOUN NUM SYM CCONJ NOUN NUM SYM PUNCT
224	Muri rusange abanyeshuri 452 . 053 ni bo bazakora ibizamini bisoza ibyiciro bitandukanye by ' amashuri abanza n ' ayisumbuye guhera muri Kamena uyu mwaka .	ADP NOUN NOUN NUM PUNCT NUM VERB PRON VERB NOUN VERB NOUN VERB PRON PUNCT NOUN VERB CCONJ PUNCT VERB VERB ADP PROPN PRON NOUN PUNCT
225	NESA igaragaza ko ikijyanye n ' ahantu hazakorerwa ibizamini hiyongereye by ' umwihariko nko mu mashuri abanza , ahazakorerwa [ sites ] ari 1021 mu gihe mu 2019 , hari ahantu hagera kuri 980 .	PROPN VERB SCONJ VERB CCONJ PUNCT NOUN VERB NOUN VERB PRON PUNCT NOUN CCONJ ADP NOUN VERB PUNCT VERB PUNCT NOUN PUNCT VERB NUM ADP NOUN ADP NUM PUNCT VERB NOUN VERB ADP NUM PUNCT
226	Ibi byatewe no kuba hari ibyumba by ' amashuri bishya byubatswe ndetse binajyana no kuba hagomba kubahirizwa amabwiriza yo kwirinda ikwirakwira rya Covid - 19 , abanyeshuri bahana intera .	PRON VERB CCONJ VERB VERB NOUN PRON PUNCT NOUN ADJ VERB CCONJ VERB CCONJ SCONJ VERB VERB NOUN PRON VERB NOUN PRON PROPN PUNCT NUM PUNCT NOUN VERB NOUN PUNCT
227	Gare na Guest House bya Kirehe byashyizwe ku isoko bibura abaguzi .	NOUN CCONJ NOUN NOUN PRON PROPN VERB ADP NOUN VERB NOUN PUNCT
228	Kuva muri Gicurasi 2019 Akarere ka Kirehe kashyize ku isoko ibikorwaremezo kubatse kugira ngo bizamure iterambere ryako mu rwego rwo guha umwanya abikorera no kubegurira ibikorwa bimwe na bimwe .	VERB ADP PROPN NUM NOUN PRON PROPN VERB ADP NOUN NOUN VERB SCONJ SCONJ VERB NOUN PRON ADP NOUN PRON VERB NOUN VERB CCONJ VERB NOUN PRON CCONJ PRON PUNCT
229	Mu byashyizwe ku isoko harimo gare yari igiye kwegurirwa abikorera na Guest House y ' Akarere ka Kirehe isanzwe yifashishwa mu kwakira inama zikomeye zikaberamo , ikanagira amacumbi .	ADP VERB ADP NOUN VERB NOUN VERB VERB VERB VERB CCONJ NOUN NOUN PRON PUNCT NOUN PRON PROPN VERB VERB ADP VERB NOUN VERB VERB PUNCT VERB NOUN PUNCT
230	Umuyobozi w ' Akarere ka Kirehe , Muzungu Gérard , avuga ko kuva bashyize ku isoko ibi bikorwa mu 2019 , Guest House yabonye abifuza kuyegukana mu gihe gare yo yabuze abayigura .	NOUN PRON PUNCT NOUN PRON PROPN PUNCT PROPN PROPN PUNCT VERB SCONJ VERB VERB ADP NOUN PRON NOUN ADP NUM PUNCT NOUN NOUN VERB VERB VERB ADP NOUN NOUN PRON VERB VERB PUNCT
231	Ati """" Gare ntitwabonye abayipiganirwa ariko Guest House yo turi mu biganiro by ' ubufatanye n ' abikorera bo mu Karere kacu kugira ngo bazagiremo imigabane myinshi Akarere gasigarane mike .	VERB PUNCT NOUN VERB VERB SCONJ NOUN NOUN PRON VERB ADP NOUN PRON PUNCT NOUN CCONJ PUNCT VERB PRON ADP NOUN PRON SCONJ SCONJ VERB NOUN ADJ NOUN VERB ADJ PUNCT
232	Turacyari muri iyi nzira , hari ibiganiro dukora n ' inzego zitandukanye zirimo Minicom , Minecofin , LODA n ' intara kugira ngo icyo gikorwa kizagende neza . """"	VERB ADP PRON NOUN PUNCT VERB NOUN VERB CCONJ PUNCT NOUN VERB VERB PROPN PUNCT PROPN PUNCT PROPN CCONJ PUNCT NOUN SCONJ SCONJ PRON NOUN VERB ADV PUNCT PUNCT
233	Muzungu yavuze ko kuri ubu ibiganiro bigeze kure kandi biri kugenda neza ahamya ko mu gihe cya vuba bazaba bamaze kwemeranya bagatangira imikoranire .	NOUN VERB SCONJ ADP ADV NOUN VERB ADV CCONJ VERB VERB ADV VERB SCONJ ADP NOUN PRON ADV VERB VERB VERB VERB NOUN PUNCT
234	Abikorera bifuza kugura iyi Guest House bakayubaka mu buryo bugezweho igahinduka hotel nziza kuko muri aka Karere nta hotel ikomeye ihabarizwa .	VERB VERB VERB PRON NOUN NOUN VERB ADP NOUN VERB VERB NOUN ADJ SCONJ ADP PRON NOUN PART NOUN VERB VERB PUNCT
235	Akarere ka Kirehe kafashe icyemezo cyo gushyira ku isoko ibi bikorwaremezo kugira ngo gahe umwanya abikorera , amafaranga azavamo azashyirwa mu bindi bikorwa by ' iterambere rusange ry ' abaturage .	NOUN PRON PROPN VERB NOUN PRON VERB ADP NOUN PRON NOUN SCONJ SCONJ VERB NOUN VERB PUNCT NOUN VERB VERB ADP PRON NOUN PRON PUNCT NOUN ADJ PRON PUNCT NOUN PUNCT
236	Abagabo barenga 7000 bakorewe ihohoterwa ririmo irishingiye ku gitsina mu myaka ine .	NOUN VERB NUM VERB NOUN VERB VERB ADP NOUN ADP NOUN PRON PUNCT
237	Ni icyemezo ahanini gifitanye isano n ' umuco w ' igihugu aho umuntu yumva ko kuba umugabo yavuga ko yakubiswe n ' umugore we cyangwa agakorerwa ibindi bikorwa bibabaza umubiri we byabaga ari nk ' ikinegu muri rubanda ; ko yafatwa nk ' udashoboye cyangwa inganzwa .	VERB NOUN ADV VERB NOUN CCONJ PUNCT NOUN PRON PUNCT NOUN PRON NOUN VERB SCONJ VERB NOUN VERB SCONJ VERB CCONJ PUNCT NOUN PRON CCONJ VERB PRON NOUN VERB NOUN PRON VERB VERB CCONJ PUNCT NOUN ADP NOUN PUNCT SCONJ VERB CCONJ PUNCT VERB CCONJ NOUN PUNCT
238	Mu muco wa Kinyarwanda , umugabo afatwa nk ' umunyembaraga , utunga urugo , urubirira icyuya kandi akaba wa muntu wirwanaho , ufatwa nk ' inkingi mwikorezi mu muryango .	ADP NOUN PRON ADJ PUNCT NOUN VERB CCONJ PUNCT NOUN PUNCT VERB NOUN PUNCT VERB NOUN CCONJ VERB PRON NOUN VERB PUNCT VERB CCONJ PUNCT NOUN ADJ ADP NOUN PUNCT
239	Ibi bituma rero abakorewe ihohoterwa baceceka nubwo hari bake batobora bakavuga iby ' uwo musaraba bahuriye na wo mu rushako cyangwa ahandi babarizwa muri sosiyete bitewe n ' icyiciro barimo .	PRON VERB CCONJ VERB NOUN VERB SCONJ VERB ADJ VERB VERB PRON PUNCT PRON NOUN VERB CCONJ PRON ADP NOUN CCONJ PRON VERB ADP NOUN VERB CCONJ PUNCT NOUN VERB PUNCT
240	Nubwo imibare ishobora kuba mito ugereranyije n ' ukuri kw ' ibibera iyo mu bikari , hari ibigaragaza ko abagabo na bo bakorerwa ihohoterwa ndetse bikagera no ku rishingiye ku gitsina .	NOUN NOUN VERB VERB ADJ VERB CCONJ PUNCT NOUN PRON PUNCT VERB PRON ADP NOUN PUNCT VERB NOUN SCONJ NOUN CCONJ PRON VERB NOUN CCONJ VERB CCONJ ADP VERB ADP NOUN PUNCT
